name,N,J,noise,periodic,beta,gamma,mean_degree,r_mean,alpha,Tc,participation_fraction,avg_internal_degree,n_components,largest_component_fraction
SD,2000,1.0,1e-10,False,2.8100000000000005,6.01,10,0.46839227722186166,1.5685761228890382,20.134108094591326,0.015099656638935552,11.77,1,1.0
SD,2000,1.0,1e-10,False,2.8100000000000005,6.01,10,0.44428878001498257,1.5835543399576895,22.29431702802281,0.01586086806210976,11.43,1,1.0
SD,2000,1.0,1e-10,False,2.8100000000000005,6.01,10,0.4572734145560037,1.579969006803229,21.91183693512568,0.01453998041947573,11.57,1,1.0
SD,2000,1.0,1e-10,False,2.8100000000000005,6.01,10,0.4581974154384647,1.544841784785467,16.888561902196194,0.03223226595378028,10.83,1,1.0
SD,1999,1.0,1e-10,False,3.0100000000000007,6.01,10,0.44250984327796833,1.557391589416314,18.294137163773105,0.010635091180694204,10.74,1,1.0
SD,2000,1.0,1e-10,False,3.0100000000000007,6.01,10,0.4200950563422378,1.57850978068647,21.555444182820757,0.015800757005613852,10.65,1,1.0
SD,2000,1.0,1e-10,False,3.0100000000000007,6.01,10,0.43850380095044383,1.5761006114945357,20.94485831130924,0.014608275541258611,10.9,1,1.0
SD,2000,1.0,1e-10,False,3.0100000000000007,6.01,10,0.4315507461346736,1.5673742571607814,20.155405195592945,0.01330628015826627,11.47,1,1.0
SD,2000,1.0,1e-10,False,3.210000000000001,6.01,10,0.40359314707195676,1.574676271960038,21.840356126561016,0.015610025562445526,11.71,1,1.0
SD,2000,1.0,1e-10,False,3.210000000000001,6.01,10,0.403931489668962,1.5429463551158356,17.132070077175456,0.0115221886059976,9.99,1,1.0
SD,2000,1.0,1e-10,False,3.210000000000001,6.01,10,0.4082300266490372,1.5797186264257925,22.90383332436153,0.0163019181642989,11.26,1,1.0
SD,2000,1.0,1e-10,False,3.210000000000001,6.01,10,0.4278960955870636,1.5751196878942404,20.63344985284506,0.015410900247998243,10.96,1,1.0
SD,2000,1.0,1e-10,False,3.410000000000001,6.01,10,0.4183784582410568,1.5681795173183164,20.776056915283483,0.030942113218643555,12.32,1,1.0
SD,2000,1.0,1e-10,False,3.410000000000001,6.01,10,0.39489531674811845,1.5820217756307342,23.464224389241128,0.01455468580999016,11.97,1,1.0
SD,1999,1.0,1e-10,False,3.410000000000001,6.01,10,0.43050791177757614,1.5648170917408266,19.740285452828626,0.012393379302182332,11.22,1,1.0
SD,2000,1.0,1e-10,False,3.410000000000001,6.01,10,0.4050278326827101,1.5578583362949403,18.509799786948026,0.010875332891967317,10.44,1,1.0
SD,2000,1.0,1e-10,False,3.610000000000001,6.01,10,0.39936893555983627,1.5782956543677664,22.576995018576895,0.010862481029615755,10.38,1,1.0
SD,2000,1.0,1e-10,False,3.610000000000001,6.01,10,0.4324077280573776,1.5694740387955135,20.71965231057415,0.012715264246083753,11.32,1,1.0
SD,1999,1.0,1e-10,False,3.610000000000001,6.01,10,0.41656854687545464,1.5756826755690714,21.608339400788218,0.011073796783100266,9.09,1,1.0
SD,2000,1.0,1e-10,False,3.610000000000001,6.01,10,0.4073132607875731,1.5838058079906188,23.365361807098736,0.011511154859473032,11.43,1,1.0
SD,1999,1.0,1e-10,False,3.8100000000000014,6.01,10,0.398084467351426,1.5623523165766293,20.221995077836514,0.012716938631529517,9.04,1,1.0
SD,2000,1.0,1e-10,False,3.8100000000000014,6.01,10,0.3957806056515048,1.5778767595622791,22.484249852177744,0.011650265781489035,10.44,1,1.0
SD,2000,1.0,1e-10,False,3.8100000000000014,6.01,10,0.4029983555313851,1.5792843245762838,21.914394594753766,0.014919928052792871,10.14,1,1.0
